instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,month_idn,weth_idn
5861,2011-09-06,3,0,9,16.0,0,2,1,3,0.54,0.5152,0.94,0.3881,11,95,106,Sep,Mendung
5862,2011-09-06,3,0,9,17.0,0,2,1,2,0.54,0.5152,0.88,0.3881,15,276,291,Sep,Cerah Berawan
5863,2011-09-06,3,0,9,18.0,0,2,1,2,0.54,0.5152,0.88,0.3881,22,351,373,Sep,Cerah Berawan
5864,2011-09-06,3,0,9,19.0,0,2,1,2,0.54,0.5152,0.88,0.4179,12,269,281,Sep,Cerah Berawan
5865,2011-09-06,3,0,9,20.0,0,2,1,3,0.54,0.5152,0.88,0.2985,13,150,163,Sep,Mendung
5866,2011-09-06,3,0,9,21.0,0,2,1,3,0.54,0.5152,0.88,0.2836,12,109,121,Sep,Mendung
5867,2011-09-06,3,0,9,22.0,0,2,1,2,0.54,0.5152,0.94,0.3284,5,79,84,Sep,Cerah Berawan
5868,2011-09-06,3,0,9,23.0,0,2,1,3,0.54,0.5152,0.94,0.2537,2,56,58,Sep,Mendung
5869,2011-09-07,3,0,9,0.0,0,3,1,2,0.54,0.5152,0.94,0.2239,1,12,13,Sep,Cerah Berawan
5870,2011-09-07,3,0,9,1.0,0,3,1,3,0.54,0.5152,0.94,0.2537,2,3,5,Sep,Mendung
5871,2011-09-07,3,0,9,2.0,0,3,1,2,0.54,0.5152,0.94,0.2239,2,4,6,Sep,Cerah Berawan
5872,2011-09-07,3,0,9,3.0,0,3,1,3,0.56,0.5303,0.94,0.1343,1,1,2,Sep,Mendung
5873,2011-09-07,3,0,9,4.0,0,3,1,3,0.56,0.5303,0.94,0.1642,0,4,4,Sep,Mendung
5874,2011-09-07,3,0,9,5.0,0,3,1,2,0.56,0.5303,1.0,0.1343,1,15,16,Sep,Cerah Berawan
5875,2011-09-07,3,0,9,6.0,0,3,1,3,0.6,0.5455,0.88,0.1045,1,74,75,Sep,Mendung
5876,2011-09-07,3,0,9,7.0,0,3,1,3,0.6,0.5455,0.88,0.0896,3,83,86,Sep,Mendung
5877,2011-09-07,3,0,9,8.0,0,3,1,3,0.62,0.5455,0.94,0.0896,9,319,328,Sep,Mendung
5878,2011-09-07,3,0,9,9.0,0,3,1,3,0.6,0.5455,0.88,0.1343,14,176,190,Sep,Mendung
5879,2011-09-07,3,0,9,10.0,0,3,1,3,0.6,0.5455,0.88,0.1343,3,63,66,Sep,Mendung
5880,2011-09-07,3,0,9,11.0,0,3,1,3,0.6,0.5152,0.94,0.0,1,9,10,Sep,Mendung
5881,2011-09-07,3,0,9,12.0,0,3,1,3,0.56,0.5303,0.94,0.0,1,21,22,Sep,Mendung
5882,2011-09-07,3,0,9,13.0,0,3,1,3,0.6,0.5455,0.88,0.0,2,9,11,Sep,Mendung
5883,2011-09-07,3,0,9,14.0,0,3,1,3,0.6,0.5152,0.93,0.0,1,24,25,Sep,Mendung
5884,2011-09-07,3,0,9,15.0,0,3,1,3,0.62,0.5455,0.94,0.1045,3,55,58,Sep,Mendung
5885,2011-09-07,3,0,9,16.0,0,3,1,1,0.64,0.5758,0.89,0.0,7,137,144,Sep,Cerah
5886,2011-09-07,3,0,9,17.0,0,3,1,3,0.64,0.5758,0.89,0.0,21,264,285,Sep,Mendung
5887,2011-09-07,3,0,9,18.0,0,3,1,3,0.64,0.5758,0.89,0.0,18,219,237,Sep,Mendung
5888,2011-09-07,3,0,9,19.0,0,3,1,2,0.64,0.5758,0.89,0.0,14,212,226,Sep,Cerah Berawan
5889,2011-09-07,3,0,9,20.0,0,3,1,3,0.64,0.5758,0.89,0.0896,3,93,96,Sep,Mendung
5890,2011-09-07,3,0,9,21.0,0,3,1,3,0.64,0.5758,0.89,0.0896,4,34,38,Sep,Mendung
5891,2011-09-07,3,0,9,22.0,0,3,1,3,0.62,0.5455,0.94,0.1642,3,26,29,Sep,Mendung
5892,2011-09-07,3,0,9,23.0,0,3,1,3,0.62,0.5455,0.94,0.194,3,21,24,Sep,Mendung
5893,2011-09-08,3,0,9,0.0,0,4,1,3,0.6,0.5,1.0,0.194,3,11,14,Sep,Mendung
5894,2011-09-08,3,0,9,1.0,0,4,1,3,0.62,0.5455,0.94,0.1045,0,4,4,Sep,Mendung
5895,2011-09-08,3,0,9,3.0,0,4,1,3,0.62,0.5455,0.94,0.0,0,2,2,Sep,Mendung
5896,2011-09-08,3,0,9,4.0,0,4,1,2,0.62,0.5455,0.94,0.0896,0,3,3,Sep,Cerah Berawan
5897,2011-09-08,3,0,9,5.0,0,4,1,3,0.62,0.5455,0.94,0.0896,1,13,14,Sep,Mendung
5898,2011-09-08,3,0,9,6.0,0,4,1,3,0.62,0.5455,0.94,0.1642,1,55,56,Sep,Mendung
5899,2011-09-08,3,0,9,7.0,0,4,1,3,0.62,0.5455,0.94,0.1045,7,172,179,Sep,Mendung
5900,2011-09-08,3,0,9,8.0,0,4,1,3,0.62,0.5455,0.94,0.1343,7,188,195,Sep,Mendung
5901,2011-09-08,3,0,9,9.0,0,4,1,2,0.62,0.5152,1.0,0.2537,4,65,69,Sep,Cerah Berawan
5902,2011-09-08,3,0,9,10.0,0,4,1,2,0.64,0.5606,0.94,0.1045,8,57,65,Sep,Cerah Berawan
5903,2011-09-08,3,0,9,11.0,0,4,1,2,0.64,0.5606,0.94,0.2239,16,82,98,Sep,Cerah Berawan
5904,2011-09-08,3,0,9,12.0,0,4,1,2,0.66,0.5909,0.94,0.2239,17,85,102,Sep,Cerah Berawan
5905,2011-09-08,3,0,9,13.0,0,4,1,2,0.68,0.6364,0.83,0.3881,14,112,126,Sep,Cerah Berawan
5906,2011-09-08,3,0,9,14.0,0,4,1,2,0.7,0.6667,0.79,0.3582,15,105,120,Sep,Cerah Berawan
5907,2011-09-08,3,0,9,15.0,0,4,1,3,0.66,0.5909,0.89,0.2985,24,115,139,Sep,Mendung
5908,2011-09-08,3,0,9,16.0,0,4,1,3,0.64,0.5606,0.94,0.2836,5,151,156,Sep,Mendung
5909,2011-09-08,3,0,9,17.0,0,4,1,3,0.64,0.5606,0.94,0.2836,11,102,113,Sep,Mendung
5910,2011-09-08,3,0,9,18.0,0,4,1,3,0.64,0.5606,0.94,0.3582,2,66,68,Sep,Mendung
5911,2011-09-08,3,0,9,19.0,0,4,1,3,0.62,0.5152,1.0,0.3284,1,51,52,Sep,Mendung
5912,2011-09-08,3,0,9,20.0,0,4,1,2,0.62,0.5455,0.94,0.1642,6,83,89,Sep,Cerah Berawan
5913,2011-09-08,3,0,9,21.0,0,4,1,3,0.64,0.5606,0.94,0.1045,6,76,82,Sep,Mendung
5914,2011-09-08,3,0,9,22.0,0,4,1,3,0.62,0.5152,1.0,0.0896,5,65,70,Sep,Mendung
5915,2011-09-08,3,0,9,23.0,0,4,1,3,0.62,0.5152,1.0,0.0896,0,26,26,Sep,Mendung
5916,2011-09-09,3,0,9,0.0,0,5,1,3,0.64,0.5606,0.94,0.194,1,15,16,Sep,Mendung
5917,2011-09-09,3,0,9,1.0,0,5,1,2,0.62,0.5152,1.0,0.1642,0,8,8,Sep,Cerah Berawan
5918,2011-09-09,3,0,9,2.0,0,5,1,2,0.62,0.5152,1.0,0.2537,1,7,8,Sep,Cerah Berawan
5919,2011-09-09,3,0,9,3.0,0,5,1,2,0.62,0.5455,0.94,0.2537,1,1,2,Sep,Cerah Berawan
5920,2011-09-09,3,0,9,4.0,0,5,1,3,0.62,0.5455,0.94,0.1642,0,3,3,Sep,Mendung
5921,2011-09-09,3,0,9,5.0,0,5,1,2,0.62,0.5455,0.94,0.1343,0,14,14,Sep,Cerah Berawan
5922,2011-09-09,3,0,9,6.0,0,5,1,2,0.62,0.5152,1.0,0.1343,3,54,57,Sep,Cerah Berawan
5923,2011-09-09,3,0,9,7.0,0,5,1,3,0.62,0.5152,1.0,0.2537,4,104,108,Sep,Mendung
5924,2011-09-09,3,0,9,8.0,0,5,1,3,0.62,0.5455,0.94,0.1642,12,276,288,Sep,Mendung
5925,2011-09-09,3,0,9,9.0,0,5,1,3,0.62,0.5455,0.94,0.1642,5,131,136,Sep,Mendung
5926,2011-09-09,3,0,9,10.0,0,5,1,2,0.62,0.5152,1.0,0.0,2,27,29,Sep,Cerah Berawan
5927,2011-09-09,3,0,9,11.0,0,5,1,2,0.62,0.5455,0.94,0.0,6,66,72,Sep,Cerah Berawan
5928,2011-09-09,3,0,9,12.0,0,5,1,1,0.64,0.5606,0.94,0.0,4,71,75,Sep,Cerah
5929,2011-09-09,3,0,9,13.0,0,5,1,1,0.7,0.6667,0.79,0.0896,14,108,122,Sep,Cerah
5930,2011-09-09,3,0,9,14.0,0,5,1,1,0.72,0.697,0.74,0.0896,29,119,148,Sep,Cerah
5931,2011-09-09,3,0,9,15.0,0,5,1,1,0.74,0.697,0.66,0.0,27,161,188,Sep,Cerah
5932,2011-09-09,3,0,9,16.0,0,5,1,1,0.74,0.697,0.66,0.1343,41,244,285,Sep,Cerah
5933,2011-09-09,3,0,9,17.0,0,5,1,1,0.7,0.6667,0.79,0.2537,54,451,505,Sep,Cerah
5934,2011-09-09,3,0,9,18.0,0,5,1,1,0.7,0.6667,0.79,0.194,33,377,410,Sep,Cerah
5935,2011-09-09,3,0,9,19.0,0,5,1,1,0.66,0.5909,0.89,0.1642,33,316,349,Sep,Cerah
5936,2011-09-09,3,0,9,20.0,0,5,1,1,0.64,0.5606,0.94,0.0896,30,180,210,Sep,Cerah
5937,2011-09-09,3,0,9,21.0,0,5,1,1,0.66,0.5909,0.89,0.0,49,154,203,Sep,Cerah
5938,2011-09-09,3,0,9,22.0,0,5,1,1,0.62,0.5455,0.94,0.0,33,127,160,Sep,Cerah
5939,2011-09-09,3,0,9,23.0,0,5,1,1,0.62,0.5455,0.94,0.0896,35,113,148,Sep,Cerah
5940,2011-09-10,3,0,9,0.0,0,6,0,1,0.62,0.5455,0.94,0.0,32,84,116,Sep,Cerah
5941,2011-09-10,3,0,9,1.0,0,6,0,2,0.62,0.5455,0.94,0.0,16,67,83,Sep,Cerah Berawan
5942,2011-09-10,3,0,9,2.0,0,6,0,2,0.6,0.5,0.97,0.1045,18,46,64,Sep,Cerah Berawan
5943,2011-09-10,3,0,9,3.0,0,6,0,1,0.58,0.5455,1.0,0.1343,8,29,37,Sep,Cerah
5944,2011-09-10,3,0,9,4.0,0,6,0,1,0.58,0.5455,0.94,0.0896,3,4,7,Sep,Cerah
5945,2011-09-10,3,0,9,5.0,0,6,0,1,0.58,0.5455,0.94,0.1343,2,6,8,Sep,Cerah
5946,2011-09-10,3,0,9,6.0,0,6,0,1,0.58,0.5455,0.94,0.1642,0,6,6,Sep,Cerah
5947,2011-09-10,3,0,9,7.0,0,6,0,1,0.6,0.5455,0.88,0.1343,9,43,52,Sep,Cerah
5948,2011-09-10,3,0,9,8.0,0,6,0,1,0.62,0.5758,0.83,0.1642,16,103,119,Sep,Cerah
5949,2011-09-10,3,0,9,9.0,0,6,0,1,0.64,0.5909,0.78,0.2985,39,168,207,Sep,Cerah
5950,2011-09-10,3,0,9,10.0,0,6,0,1,0.7,0.6515,0.65,0.2537,85,233,318,Sep,Cerah
5951,2011-09-10,3,0,9,11.0,0,6,0,1,0.72,0.6818,0.62,0.2537,108,252,360,Sep,Cerah
5952,2011-09-10,3,0,9,12.0,0,6,0,1,0.72,0.6818,0.62,0.2239,144,260,404,Sep,Cerah
5953,2011-09-10,3,0,9,13.0,0,6,0,1,0.74,0.6818,0.55,0.2836,131,239,370,Sep,Cerah
5954,2011-09-10,3,0,9,14.0,0,6,0,1,0.74,0.6818,0.55,0.2836,129,230,359,Sep,Cerah
5955,2011-09-10,3,0,9,15.0,0,6,0,1,0.74,0.6818,0.55,0.2239,217,263,480,Sep,Cerah
5956,2011-09-10,3,0,9,16.0,0,6,0,1,0.74,0.6818,0.55,0.194,170,261,431,Sep,Cerah
5957,2011-09-10,3,0,9,17.0,0,6,0,1,0.74,0.6818,0.55,0.2239,185,275,460,Sep,Cerah
5958,2011-09-10,3,0,9,18.0,0,6,0,1,0.72,0.6667,0.58,0.194,119,241,360,Sep,Cerah
5959,2011-09-10,3,0,9,19.0,0,6,0,1,0.7,0.6515,0.58,0.1343,101,214,315,Sep,Cerah
5960,2011-09-10,3,0,9,20.0,0,6,0,1,0.66,0.6212,0.69,0.1045,78,167,245,Sep,Cerah
5961,2011-09-10,3,0,9,21.0,0,6,0,1,0.64,0.5909,0.78,0.0896,59,171,230,Sep,Cerah
5962,2011-09-10,3,0,9,22.0,0,6,0,1,0.64,0.5909,0.78,0.0,49,126,175,Sep,Cerah
5963,2011-09-10,3,0,9,23.0,0,6,0,2,0.62,0.5606,0.88,0.0,32,107,139,Sep,Cerah Berawan
5964,2011-09-11,3,0,9,0.0,0,0,0,1,0.62,0.5606,0.88,0.0,29,79,108,Sep,Cerah
5965,2011-09-11,3,0,9,1.0,0,0,0,2,0.62,0.5606,0.88,0.0,22,66,88,Sep,Cerah Berawan
5966,2011-09-11,3,0,9,2.0,0,0,0,2,0.62,0.5909,0.78,0.194,16,60,76,Sep,Cerah Berawan
5967,2011-09-11,3,0,9,3.0,0,0,0,2,0.62,0.5909,0.78,0.0896,15,30,45,Sep,Cerah Berawan
5968,2011-09-11,3,0,9,4.0,0,0,0,1,0.6,0.5606,0.83,0.1343,3,6,9,Sep,Cerah
5969,2011-09-11,3,0,9,5.0,0,0,0,1,0.6,0.5606,0.83,0.1343,15,24,39,Sep,Cerah
5970,2011-09-11,3,0,9,6.0,0,0,0,1,0.58,0.5455,0.88,0.1045,4,16,20,Sep,Cerah
5971,2011-09-11,3,0,9,7.0,0,0,0,1,0.6,0.5455,0.88,0.0,9,28,37,Sep,Cerah
5972,2011-09-11,3,0,9,8.0,0,0,0,1,0.64,0.5909,0.78,0.0,25,69,94,Sep,Cerah
5973,2011-09-11,3,0,9,9.0,0,0,0,1,0.66,0.6212,0.74,0.0,59,168,227,Sep,Cerah
5974,2011-09-11,3,0,9,10.0,0,0,0,1,0.7,0.6515,0.65,0.0,120,214,334,Sep,Cerah
5975,2011-09-11,3,0,9,11.0,0,0,0,1,0.7,0.6515,0.65,0.0,144,258,402,Sep,Cerah
5976,2011-09-11,3,0,9,12.0,0,0,0,1,0.7,0.6515,0.65,0.0,113,298,411,Sep,Cerah
5977,2011-09-11,3,0,9,13.0,0,0,0,1,0.74,0.6818,0.58,0.1045,119,231,350,Sep,Cerah
5978,2011-09-11,3,0,9,14.0,0,0,0,1,0.72,0.6667,0.58,0.2836,120,222,342,Sep,Cerah
5979,2011-09-11,3,0,9,15.0,0,0,0,1,0.74,0.6667,0.51,0.2985,134,270,404,Sep,Cerah
5980,2011-09-11,3,0,9,16.0,0,0,0,1,0.72,0.6667,0.51,0.2985,180,303,483,Sep,Cerah
5981,2011-09-11,3,0,9,17.0,0,0,0,1,0.72,0.6667,0.51,0.1343,152,228,380,Sep,Cerah
5982,2011-09-11,3,0,9,18.0,0,0,0,1,0.68,0.6364,0.65,0.2985,110,229,339,Sep,Cerah
5983,2011-09-11,3,0,9,19.0,0,0,0,1,0.64,0.6061,0.69,0.1045,101,232,333,Sep,Cerah
5984,2011-09-11,3,0,9,20.0,0,0,0,1,0.62,0.5909,0.73,0.1045,65,161,226,Sep,Cerah
5985,2011-09-11,3,0,9,21.0,0,0,0,1,0.64,0.6061,0.69,0.0,45,114,159,Sep,Cerah
5986,2011-09-11,3,0,9,22.0,0,0,0,1,0.62,0.6061,0.69,0.3881,21,74,95,Sep,Cerah
5987,2011-09-11,3,0,9,23.0,0,0,0,3,0.58,0.5455,0.78,0.0896,12,33,45,Sep,Mendung
5988,2011-09-12,3,0,9,0.0,0,1,1,1,0.56,0.5303,0.88,0.0896,5,11,16,Sep,Cerah
5989,2011-09-12,3,0,9,1.0,0,1,1,1,0.56,0.5303,0.88,0.0,1,11,12,Sep,Cerah
5990,2011-09-12,3,0,9,2.0,0,1,1,1,0.56,0.5303,0.88,0.0,2,0,2,Sep,Cerah
5991,2011-09-12,3,0,9,4.0,0,1,1,1,0.54,0.5152,0.94,0.1045,0,4,4,Sep,Cerah
5992,2011-09-12,3,0,9,5.0,0,1,1,1,0.56,0.5303,0.83,0.0,1,23,24,Sep,Cerah
5993,2011-09-12,3,0,9,6.0,0,1,1,1,0.56,0.5303,0.83,0.0,1,108,109,Sep,Cerah
5994,2011-09-12,3,0,9,7.0,0,1,1,1,0.58,0.5455,0.83,0.0,12,300,312,Sep,Cerah
5995,2011-09-12,3,0,9,8.0,0,1,1,1,0.6,0.5758,0.78,0.0896,26,382,408,Sep,Cerah
5996,2011-09-12,3,0,9,9.0,0,1,1,1,0.64,0.6061,0.69,0.0,21,155,176,Sep,Cerah
5997,2011-09-12,3,0,9,10.0,0,1,1,1,0.68,0.6364,0.62,0.1642,40,89,129,Sep,Cerah
5998,2011-09-12,3,0,9,11.0,0,1,1,1,0.7,0.6515,0.58,0.194,34,131,165,Sep,Cerah
5999,2011-09-12,3,0,9,12.0,0,1,1,1,0.72,0.6667,0.51,0.194,37,147,184,Sep,Cerah
6000,2011-09-12,3,0,9,13.0,0,1,1,1,0.72,0.6667,0.54,0.1045,43,120,163,Sep,Cerah
6001,2011-09-12,3,0,9,14.0,0,1,1,1,0.74,0.6667,0.51,0.1642,60,129,189,Sep,Cerah
6002,2011-09-12,3,0,9,15.0,0,1,1,1,0.74,0.6667,0.48,0.0896,60,152,212,Sep,Cerah
6003,2011-09-12,3,0,9,16.0,0,1,1,1,0.72,0.6667,0.48,0.0,60,238,298,Sep,Cerah
6004,2011-09-12,3,0,9,17.0,0,1,1,1,0.72,0.6667,0.51,0.1642,75,515,590,Sep,Cerah
6005,2011-09-12,3,0,9,18.0,0,1,1,1,0.7,0.6515,0.54,0.194,56,515,571,Sep,Cerah
6006,2011-09-12,3,0,9,19.0,0,1,1,1,0.68,0.6364,0.57,0.1343,63,373,436,Sep,Cerah
6007,2011-09-12,3,0,9,20.0,0,1,1,1,0.66,0.6212,0.65,0.0,41,258,299,Sep,Cerah
6008,2011-09-12,3,0,9,21.0,0,1,1,1,0.64,0.6061,0.73,0.0896,29,166,195,Sep,Cerah
6009,2011-09-12,3,0,9,22.0,0,1,1,1,0.62,0.5758,0.83,0.1642,16,134,150,Sep,Cerah
6010,2011-09-12,3,0,9,23.0,0,1,1,1,0.62,0.5758,0.83,0.1045,7,62,69,Sep,Cerah
6011,2011-09-13,3,0,9,0.0,0,2,1,1,0.6,0.5455,0.88,0.1045,7,19,26,Sep,Cerah
6012,2011-09-13,3,0,9,1.0,0,2,1,1,0.58,0.5455,0.83,0.1045,4,6,10,Sep,Cerah
6013,2011-09-13,3,0,9,2.0,0,2,1,1,0.6,0.5758,0.78,0.0,2,0,2,Sep,Cerah
6014,2011-09-13,3,0,9,3.0,0,2,1,1,0.58,0.5455,0.83,0.0,2,2,4,Sep,Cerah
6015,2011-09-13,3,0,9,4.0,0,2,1,1,0.56,0.5303,0.88,0.0,2,6,8,Sep,Cerah
6016,2011-09-13,3,0,9,5.0,0,2,1,1,0.56,0.5303,0.88,0.0,1,19,20,Sep,Cerah
6017,2011-09-13,3,0,9,6.0,0,2,1,1,0.56,0.5303,0.88,0.1045,6,116,122,Sep,Cerah
6018,2011-09-13,3,0,9,7.0,0,2,1,1,0.58,0.5455,0.83,0.0896,14,348,362,Sep,Cerah
6019,2011-09-13,3,0,9,8.0,0,2,1,1,0.6,0.5606,0.81,0.1045,26,399,425,Sep,Cerah
6020,2011-09-13,3,0,9,9.0,0,2,1,1,0.64,0.6061,0.69,0.0896,35,179,214,Sep,Cerah
6021,2011-09-13,3,0,9,10.0,0,2,1,1,0.68,0.6364,0.69,0.1343,42,93,135,Sep,Cerah
6022,2011-09-13,3,0,9,11.0,0,2,1,1,0.7,0.6515,0.61,0.1642,33,120,153,Sep,Cerah
6023,2011-09-13,3,0,9,12.0,0,2,1,1,0.72,0.6667,0.58,0.2239,43,144,187,Sep,Cerah
6024,2011-09-13,3,0,9,13.0,0,2,1,1,0.74,0.6667,0.51,0.2836,48,136,184,Sep,Cerah
6025,2011-09-13,3,0,9,14.0,0,2,1,1,0.74,0.6667,0.51,0.3284,51,139,190,Sep,Cerah
6026,2011-09-13,3,0,9,15.0,0,2,1,1,0.74,0.6667,0.51,0.2985,35,145,180,Sep,Cerah
6027,2011-09-13,3,0,9,16.0,0,2,1,1,0.74,0.6667,0.51,0.2239,41,251,292,Sep,Cerah
6028,2011-09-13,3,0,9,17.0,0,2,1,1,0.74,0.6667,0.51,0.2239,72,507,579,Sep,Cerah
6029,2011-09-13,3,0,9,18.0,0,2,1,1,0.7,0.6515,0.61,0.1642,67,472,539,Sep,Cerah
6030,2011-09-13,3,0,9,19.0,0,2,1,1,0.68,0.6364,0.69,0.1642,55,341,396,Sep,Cerah
6031,2011-09-13,3,0,9,20.0,0,2,1,1,0.66,0.6212,0.74,0.194,31,241,272,Sep,Cerah
6032,2011-09-13,3,0,9,21.0,0,2,1,1,0.64,0.5909,0.78,0.1642,45,200,245,Sep,Cerah
6033,2011-09-13,3,0,9,22.0,0,2,1,1,0.64,0.5909,0.78,0.1343,24,120,144,Sep,Cerah
6034,2011-09-13,3,0,9,23.0,0,2,1,1,0.64,0.5909,0.78,0.1045,15,59,74,Sep,Cerah
6035,2011-09-14,3,0,9,0.0,0,3,1,1,0.62,0.5909,0.78,0.0896,5,28,33,Sep,Cerah
6036,2011-09-14,3,0,9,1.0,0,3,1,1,0.62,0.5909,0.78,0.0896,1,7,8,Sep,Cerah
6037,2011-09-14,3,0,9,2.0,0,3,1,1,0.6,0.5606,0.83,0.0,1,4,5,Sep,Cerah
6038,2011-09-14,3,0,9,3.0,0,3,1,1,0.6,0.5455,0.88,0.1343,1,7,8,Sep,Cerah
6039,2011-09-14,3,0,9,4.0,0,3,1,1,0.6,0.5606,0.83,0.0896,1,8,9,Sep,Cerah
6040,2011-09-14,3,0,9,5.0,0,3,1,1,0.58,0.5455,0.88,0.1045,1,30,31,Sep,Cerah
6041,2011-09-14,3,0,9,6.0,0,3,1,1,0.58,0.5455,0.88,0.1045,7,138,145,Sep,Cerah
6042,2011-09-14,3,0,9,7.0,0,3,1,1,0.6,0.5606,0.83,0.1045,20,350,370,Sep,Cerah
6043,2011-09-14,3,0,9,8.0,0,3,1,1,0.62,0.5758,0.83,0.1642,33,396,429,Sep,Cerah
6044,2011-09-14,3,0,9,9.0,0,3,1,1,0.64,0.5909,0.78,0.1642,19,183,202,Sep,Cerah
6045,2011-09-14,3,0,9,10.0,0,3,1,1,0.7,0.6515,0.7,0.1343,27,115,142,Sep,Cerah
6046,2011-09-14,3,0,9,11.0,0,3,1,1,0.72,0.6818,0.66,0.1642,43,121,164,Sep,Cerah
6047,2011-09-14,3,0,9,12.0,0,3,1,1,0.74,0.6818,0.58,0.2239,56,156,212,Sep,Cerah
6048,2011-09-14,3,0,9,13.0,0,3,1,1,0.76,0.697,0.55,0.2537,39,139,178,Sep,Cerah
6049,2011-09-14,3,0,9,14.0,0,3,1,1,0.78,0.7121,0.52,0.2239,19,105,124,Sep,Cerah
6050,2011-09-14,3,0,9,15.0,0,3,1,1,0.78,0.7121,0.49,0.2537,30,146,176,Sep,Cerah
6051,2011-09-14,3,0,9,16.0,0,3,1,1,0.76,0.697,0.52,0.2836,36,241,277,Sep,Cerah
6052,2011-09-14,3,0,9,17.0,0,3,1,1,0.76,0.697,0.52,0.2836,87,512,599,Sep,Cerah
6053,2011-09-14,3,0,9,18.0,0,3,1,1,0.72,0.6818,0.62,0.1642,83,503,586,Sep,Cerah
6054,2011-09-14,3,0,9,19.0,0,3,1,2,0.7,0.6515,0.7,0.1045,44,337,381,Sep,Cerah Berawan
6055,2011-09-14,3,0,9,20.0,0,3,1,2,0.72,0.6667,0.58,0.4179,40,221,261,Sep,Cerah Berawan
6056,2011-09-14,3,0,9,21.0,0,3,1,2,0.66,0.6212,0.65,0.2239,24,189,213,Sep,Cerah Berawan
6057,2011-09-14,3,0,9,22.0,0,3,1,2,0.66,0.6212,0.65,0.1343,20,140,160,Sep,Cerah Berawan
6058,2011-09-14,3,0,9,23.0,0,3,1,2,0.64,0.6061,0.69,0.1045,10,62,72,Sep,Cerah Berawan
6059,2011-09-15,3,0,9,0.0,0,4,1,1,0.64,0.6061,0.69,0.1343,3,34,37,Sep,Cerah
6060,2011-09-15,3,0,9,1.0,0,4,1,1,0.64,0.6061,0.69,0.1642,0,20,20,Sep,Cerah
6061,2011-09-15,3,0,9,2.0,0,4,1,1,0.62,0.5909,0.73,0.1045,0,5,5,Sep,Cerah
6062,2011-09-15,3,0,9,3.0,0,4,1,1,0.62,0.5909,0.73,0.0896,3,5,8,Sep,Cerah
6063,2011-09-15,3,0,9,4.0,0,4,1,1,0.6,0.5758,0.78,0.1045,2,5,7,Sep,Cerah
6064,2011-09-15,3,0,9,5.0,0,4,1,1,0.6,0.5758,0.78,0.0,1,30,31,Sep,Cerah
6065,2011-09-15,3,0,9,6.0,0,4,1,2,0.6,0.5606,0.83,0.2537,5,119,124,Sep,Cerah Berawan
6066,2011-09-15,3,0,9,7.0,0,4,1,2,0.62,0.5909,0.78,0.194,17,321,338,Sep,Cerah Berawan
6067,2011-09-15,3,0,9,8.0,0,4,1,1,0.64,0.6061,0.73,0.1343,27,364,391,Sep,Cerah
6068,2011-09-15,3,0,9,9.0,0,4,1,2,0.64,0.6061,0.73,0.3582,23,186,209,Sep,Cerah Berawan
6069,2011-09-15,3,0,9,10.0,0,4,1,2,0.66,0.6212,0.69,0.2537,25,96,121,Sep,Cerah Berawan
6070,2011-09-15,3,0,9,11.0,0,4,1,2,0.68,0.6364,0.65,0.1343,39,120,159,Sep,Cerah Berawan
6071,2011-09-15,3,0,9,12.0,0,4,1,2,0.66,0.6212,0.69,0.2985,31,148,179,Sep,Cerah Berawan
6072,2011-09-15,3,0,9,13.0,0,4,1,2,0.64,0.6061,0.65,0.2836,38,151,189,Sep,Cerah Berawan
6073,2011-09-15,3,0,9,14.0,0,4,1,2,0.64,0.6061,0.65,0.4179,36,134,170,Sep,Cerah Berawan
6074,2011-09-15,3,0,9,15.0,0,4,1,2,0.6,0.5909,0.69,0.4179,25,110,135,Sep,Cerah Berawan
6075,2011-09-15,3,0,9,16.0,0,4,1,2,0.54,0.5152,0.77,0.4627,29,193,222,Sep,Cerah Berawan
6076,2011-09-15,3,0,9,17.0,0,4,1,3,0.48,0.4697,0.82,0.4627,31,230,261,Sep,Mendung
6077,2011-09-15,3,0,9,18.0,0,4,1,3,0.48,0.4697,0.67,0.6119,22,222,244,Sep,Mendung
6078,2011-09-15,3,0,9,19.0,0,4,1,1,0.46,0.4545,0.67,0.4627,20,212,232,Sep,Cerah
6079,2011-09-15,3,0,9,20.0,0,4,1,1,0.46,0.4545,0.63,0.3284,25,223,248,Sep,Cerah
6080,2011-09-15,3,0,9,21.0,0,4,1,1,0.46,0.4545,0.63,0.3284,11,134,145,Sep,Cerah
6081,2011-09-15,3,0,9,22.0,0,4,1,1,0.44,0.4394,0.67,0.2836,7,108,115,Sep,Cerah
6082,2011-09-15,3,0,9,23.0,0,4,1,1,0.44,0.4394,0.67,0.2239,8,61,69,Sep,Cerah
6083,2011-09-16,3,0,9,0.0,0,5,1,1,0.42,0.4242,0.71,0.2239,5,43,48,Sep,Cerah
6084,2011-09-16,3,0,9,1.0,0,5,1,1,0.42,0.4242,0.67,0.194,7,19,26,Sep,Cerah
6085,2011-09-16,3,0,9,2.0,0,5,1,1,0.4,0.4091,0.71,0.2836,3,7,10,Sep,Cerah
6086,2011-09-16,3,0,9,3.0,0,5,1,1,0.4,0.4091,0.71,0.2537,2,4,6,Sep,Cerah
